# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]	right steps[]	left steps[]
10.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.479980	0.151855	1.395996	-38.080002	-430.779999	-30.660000	3.00	0.00	0.00	1.50	3.00	2.00	5.25	2.50	10.75	0.50	9.50	0.75	2.00	2.75	3.75	7.75	0.00	0.50	2.50	-0.148926	0.050293	0.982422	-7.560000	-2.520000	-5.670000	605.00	-0.04	-0.24		
10.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	0.00	0.00	0.00	-0.490723	0.227539	1.498047	-18.549999	-432.320007	-43.470001	8.00	0.00	0.00	1.50	2.50	1.75	3.75	2.50	10.00	0.75	9.25	1.00	2.25	3.50	4.00	7.75	0.00	0.75	2.75	-0.154297	0.035645	0.990234	-7.910000	-2.590000	-5.740000	593.00	-0.01	-0.23		
10.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	-0.508789	0.248047	1.629883	5.250000	-435.959991	-54.670002	5.00	0.00	0.00	1.00	2.00	1.50	3.25	1.75	9.25	0.75	9.00	1.25	2.50	4.00	4.75	8.00	0.00	0.75	3.00	-0.143066	0.040527	0.991699	-7.630000	-1.190000	-4.620000	577.00	0.01	-0.24		
10.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.569336	0.233398	1.892578	24.219999	-443.029999	-64.820000	3.00	0.00	0.00	1.25	1.00	1.50	2.25	1.75	8.25	0.75	8.75	1.25	3.00	5.50	5.00	8.00	0.25	1.00	3.25	-0.155762	0.043457	0.987793	-7.350000	0.910000	-2.660000	575.00	0.04	-0.23		
10.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.686523	0.262207	2.139160	38.009998	-452.269989	-72.870003	3.00	0.00	0.00	1.00	1.25	1.00	2.50	1.50	7.50	0.75	8.25	2.00	3.75	6.75	5.75	8.25	0.25	1.00	3.00	-0.154785	0.036621	0.985840	-7.350000	2.660000	-1.260000	593.00	0.06	-0.22		
10.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-0.848145	0.330078	2.383301	52.779999	-464.100006	-79.590004	3.00	0.00	0.00	1.00	1.50	1.00	2.00	1.25	6.50	0.75	8.00	2.50	4.50	8.00	6.50	8.25	1.00	1.25	3.50	-0.155762	0.035645	1.000000	-6.930000	4.130000	-0.630000	619.00	0.08	-0.20		
10.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.031738	0.378418	2.557129	73.430000	-476.489990	-86.239998	0.00	0.00	0.00	0.50	1.25	0.50	1.50	1.25	5.50	0.75	7.50	3.00	5.75	8.75	7.75	8.25	1.50	1.50	4.25	-0.142578	0.062012	0.993164	-5.880000	6.230000	-1.820000	634.00	0.11	-0.19		
10.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.222168	0.415527	2.657227	98.419998	-485.869995	-92.050003	0.00	0.00	0.00	0.50	0.75	0.25	1.75	0.75	5.00	1.00	6.75	4.25	7.75	9.25	8.00	8.25	2.00	2.00	4.75	-0.152344	0.051758	0.998047	-4.410000	9.240000	-4.550000	668.00	0.13	-0.17		
10.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.407715	0.442383	2.726074	120.330002	-489.510010	-92.889999	0.00	0.00	0.00	0.50	1.00	0.50	1.25	0.75	4.00	0.75	6.50	5.75	8.50	10.25	8.50	8.25	2.50	2.00	5.00	-0.148438	0.054199	0.988281	-3.010000	12.390000	-6.930000	698.00	0.15	-0.15		
10.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.557617	0.489746	2.736328	131.740005	-483.910004	-84.910004	0.00	0.00	0.00	0.50	0.50	0.25	0.75	0.25	2.75	0.75	5.75	7.00	9.50	11.00	8.75	8.00	3.75	2.00	5.00	-0.138672	0.011719	1.052734	-0.910000	16.940001	-8.260000	700.00	0.18	-0.12		
10.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.648926	0.583008	2.767578	129.710007	-468.790009	-66.430000	0.00	0.00	0.00	0.50	0.75	0.50	1.00	0.25	2.25	0.75	5.25	8.00	10.25	11.75	9.25	8.00	5.50	2.25	5.25	-0.167480	0.047363	0.992676	3.290000	24.710001	-8.190000	748.00	0.18	-0.11		
10.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.829590	0.674316	2.800293	121.449997	-449.190002	-38.779999	0.00	0.00	0.00	0.50	0.75	0.25	1.00	0.25	2.25	0.75	4.75	9.00	11.25	12.50	9.75	8.00	6.50	2.50	5.25	-0.206543	0.052246	0.933105	9.870000	32.340000	-10.080000	785.00	0.19	-0.09		
10.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	-2.165527	0.721680	2.775391	116.270004	-431.339996	-5.320000	1.00	0.00	0.00	0.50	0.50	0.50	1.75	0.25	1.75	0.75	4.00	10.00	12.00	13.25	10.00	7.75	7.25	2.75	5.25	-0.170898	0.062500	0.963867	16.799999	36.680000	-10.780000	815.00	0.20	-0.08		
10.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.542480	0.851562	2.640137	118.440002	-413.980011	28.000000	0.00	0.00	0.00	0.75	0.00	0.50	1.00	0.25	1.00	0.75	3.50	11.25	13.00	14.25	10.50	8.00	8.25	3.00	5.75	-0.184082	0.063965	0.970215	22.680000	47.320000	-10.920000	848.00	0.22	-0.06		
10.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.938965	0.979492	2.443359	132.300003	-394.029999	56.560001	0.00	0.00	0.00	0.75	0.75	0.50	0.75	0.25	1.00	0.75	3.00	12.25	13.50	15.00	11.00	8.00	9.25	3.25	6.00	-0.213867	0.042480	1.041992	30.799999	89.599998	-11.410000	888.00	0.22	-0.06		
10.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.523926	1.029785	2.196289	164.710007	-364.209991	84.910004	0.00	0.00	0.00	0.50	0.25	0.50	1.00	0.00	0.50	0.75	2.50	13.00	14.25	15.75	11.50	8.00	10.25	3.25	6.25	-0.213867	0.042480	1.041992	30.799999	89.599998	-11.410000	909.00	0.23	-0.05		
10.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-3.822754	0.788086	1.580566	219.380005	-323.470001	125.720001	3.00	0.00	0.00	0.25	0.00	0.50	1.00	0.00	1.00	0.75	2.25	14.00	15.00	16.50	12.00	8.00	11.75	3.75	6.25	-0.234375	0.073730	1.087402	23.940001	130.410004	-10.850000	957.00	0.23	-0.04		
10.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-5.572754	-0.881348	0.837402	269.920013	-203.839996	262.850006	0.00	0.00	0.00	0.50	0.00	0.00	1.25	0.00	1.00	0.75	2.25	14.75	15.50	17.00	12.50	8.00	13.00	4.00	6.50	-0.297852	0.066895	1.124023	3.220000	214.550003	-14.070000	997.00	0.24	-0.04		
10.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-6.319336	-1.519043	-0.019043	180.110001	-136.080002	313.950012	3.00	0.00	0.00	0.50	0.00	0.00	0.75	0.25	0.75	0.50	2.25	15.25	16.00	17.50	12.75	8.00	14.25	5.00	6.75	-0.320312	0.074707	1.121094	-2.520000	247.800003	-17.639999	1030.00	0.24	-0.04		
10.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-6.350586	-1.782227	-0.727539	63.490002	-61.670002	315.769989	3.00	0.00	0.00	0.50	0.00	0.00	1.00	0.00	0.75	0.50	2.00	15.75	16.25	17.75	13.00	7.75	15.50	5.50	7.00	-0.364746	0.059082	1.145020	-3.990000	276.779999	-21.139999	1056.00	0.25	-0.03		
10.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-6.104004	-2.087402	-0.829590	-14.280000	34.930000	265.230011	3.00	0.00	0.00	0.25	0.00	0.00	1.00	0.00	0.50	0.50	1.75	16.00	16.75	18.25	13.00	7.75	16.25	5.75	7.25	-0.402344	0.078613	1.200684	-2.170000	304.709991	-23.309999	1071.00	0.25	-0.03		
10.51	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	-5.062500	-2.045898	-0.266113	-29.750000	121.660004	185.639999	5.00	0.00	0.00	0.25	0.00	0.00	0.25	0.00	0.75	0.50	1.75	15.75	17.00	18.25	13.25	7.50	17.25	6.00	7.50	-0.447754	0.076660	1.140625	1.050000	338.519989	-28.280001	1078.00	0.26	-0.03		
10.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.017090	-1.786621	0.470215	-29.260000	177.169998	101.360001	0.00	0.00	0.00	0.25	0.00	0.00	0.75	0.00	0.75	0.50	1.75	15.50	17.25	18.25	13.25	7.50	17.50	6.00	7.75	-0.488770	0.149414	1.140625	2.240000	375.059998	-35.910000	1086.00	0.25	-0.03		
10.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.702148	-1.267578	0.220703	-41.580002	188.509995	32.270000	0.00	0.00	0.00	0.25	0.25	0.00	0.75	0.00	0.75	0.50	1.50	15.00	17.25	18.25	13.00	7.25	18.00	6.00	8.00	-0.572266	0.207031	1.076660	1.540000	412.649994	-48.860001	1079.00	0.26	-0.03		211.00
10.54	0.75	1.50	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	3.308105	-0.916016	1.438965	92.120003	520.799988	71.889999	30.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.50	0.50	1.50	14.25	17.00	17.75	12.75	7.00	18.25	6.00	8.00	-0.627930	0.225098	1.102051	-2.660000	451.850006	-65.800003	1047.00	0.26	-0.03		
10.55	7.25	15.75	1.25	1.75	0.00	0.00	0.00	0.00	0.00	0.50	1.00	0.25	0.00	0.00	0.00	0.00	0.326172	-0.158691	-1.951172	-54.670002	262.360016	10.360000	272.00	-0.35	-0.08	0.25	0.00	0.00	0.00	0.00	0.25	0.50	1.50	12.75	16.00	17.00	12.50	6.50	18.25	5.75	7.75	-0.738770	0.224121	1.188477	-8.050000	496.369995	-84.279999	994.00	0.26	-0.03		
10.56	29.25	40.75	4.00	7.75	0.00	0.00	0.00	0.00	0.00	0.50	1.25	0.25	0.00	0.00	0.00	0.00	-0.762695	0.141113	-0.174805	-51.799999	212.800003	-9.660000	828.00	-0.37	-0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.75	1.00	10.25	14.00	15.25	11.50	5.50	18.75	5.50	7.50	-1.168945	0.277832	1.434082	-19.320000	540.470032	-93.099998	894.00	0.27	-0.03		
10.57	32.25	39.50	6.00	13.00	0.50	0.50	0.00	0.00	0.00	0.00	0.75	0.25	0.00	0.00	0.00	0.00	-1.916016	-1.263672	1.587402	-43.470001	661.570007	-20.719999	928.00	-0.37	-0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	7.75	11.25	12.75	10.25	4.00	19.25	5.00	6.50	-1.831055	0.713379	1.893555	-8.400000	583.869995	-83.440002	766.00	0.28	-0.02	225.00	
10.58	31.50	37.50	9.50	22.25	1.50	7.00	0.00	0.75	0.00	0.00	1.00	0.75	0.00	0.00	0.00	0.00	-2.928223	0.907715	9.029785	-151.690002	731.570007	-31.430000	1144.00	-0.34	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	5.25	9.00	10.25	8.75	2.50	18.25	3.25	5.50	-2.921387	1.372559	2.945312	72.940002	616.979980	-53.970001	615.00	0.29	-0.01		
10.59	28.00	33.00	11.00	23.50	3.00	10.75	0.00	2.25	0.00	0.00	0.75	1.00	0.75	0.50	0.00	0.00	-1.542480	-1.114746	5.811035	-127.820000	551.320007	-8.400000	1187.00	-0.31	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	3.25	7.25	8.50	7.50	2.00	15.25	2.50	4.50	-3.440430	0.741211	4.439453	153.300003	646.520020	-49.770000	488.00	0.29	-0.02		
10.60	25.00	30.25	13.25	23.25	5.50	13.25	0.25	4.75	0.00	0.00	1.00	1.00	1.50	1.00	0.00	0.25	-0.624512	0.178711	2.284180	-125.020004	298.480011	-13.720000	1265.00	-0.28	-0.11	0.25	0.00	0.00	0.00	0.00	0.00	0.25	0.00	2.00	5.25	6.75	6.00	1.50	12.00	2.00	3.75	-2.881836	0.006836	3.939453	136.570007	656.109985	-81.760002	378.00	0.29	-0.03		
10.61	24.50	27.75	14.00	23.75	7.25	15.25	0.50	6.00	0.00	0.00	0.75	0.75	2.00	1.25	0.00	0.50	-0.314941	0.064453	1.197754	-130.199997	177.729996	-6.790000	1317.00	-0.27	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	3.50	5.00	4.75	1.50	9.50	1.75	3.25	-2.106445	0.768066	4.287598	120.400002	625.380005	-103.809998	289.00	0.30	-0.04		
10.62	25.25	27.25	16.00	24.25	9.00	16.25	0.50	6.25	0.00	0.00	0.75	1.00	2.50	1.50	0.00	0.75	-0.277832	0.070312	1.396973	-189.839996	116.410004	-7.840000	1392.00	-0.26	-0.11	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.75	3.75	3.50	1.25	6.25	1.00	2.00	-2.039551	1.372559	4.375488	116.340004	578.409973	-129.289993	212.00	0.27	-0.04		
10.63	28.00	26.50	18.75	24.00	10.75	16.50	0.75	6.50	0.00	0.00	0.75	0.75	2.75	1.75	0.00	0.75	-0.292969	0.047363	1.259277	-209.160004	27.860001	-12.040000	1473.00	-0.26	-0.10	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.50	2.50	2.25	1.00	2.00	0.50	1.50	-0.735352	1.487305	5.764160	110.879997	470.540009	-158.479996	136.00	0.23	-0.06		
10.64	29.50	26.25	19.50	23.75	12.25	16.25	0.75	6.50	0.00	0.00	0.50	0.75	2.75	2.00	0.00	0.75	-0.261230	0.053711	1.092773	-136.360001	-27.440001	-11.130000	1505.00	-0.26	-0.09	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.75	1.50	1.25	0.25	0.50	0.25	1.00	2.076172	1.134766	5.919922	112.489998	306.670013	-192.919998	73.00	0.21	-0.07		
10.65	30.50	25.25	20.50	22.75	13.50	16.00	0.75	6.50	0.25	0.00	0.75	0.75	3.00	2.50	0.25	1.00	-0.185059	0.022949	0.964844	-42.490002	-19.320000	-7.630000	1533.00	-0.25	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.75	1.75	1.75	0.00	0.25	0.25	0.75	2.024414	0.505371	1.285645	110.320000	230.369995	-180.320007	67.00	0.25	-0.10		
10.66	29.50	24.50	20.50	22.25	14.25	16.00	0.75	6.50	0.50	0.25	0.75	1.00	3.00	2.75	0.00	1.00	-0.181152	0.060059	0.968750	-13.650000	-9.870000	-5.740000	1527.00	-0.24	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	1.50	1.25	0.00	0.00	0.00	0.50	2.275391	2.086426	4.838867	20.790001	131.250000	-127.680000	47.00	0.00	0.00		
10.67	28.75	23.50	20.75	21.75	15.00	15.75	1.00	6.50	0.50	0.00	0.75	0.75	3.00	2.75	0.25	1.00	-0.181152	0.045898	0.968750	-9.730000	-7.700000	-4.340000	1514.00	-0.24	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.50	1.25	0.75	0.25	0.00	0.00	0.25	1.172852	1.320801	4.094727	-49.349998	-151.690002	-43.189999	43.00	0.00	0.00		
10.68	27.75	21.75	20.00	21.00	15.50	16.00	1.00	6.75	0.25	0.25	0.75	0.75	3.00	3.25	0.25	1.00	-0.171387	0.045410	0.963379	-5.250000	-1.330000	-1.610000	1486.00	-0.23	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	1.25	1.00	0.25	0.00	0.00	0.25	0.484375	0.742188	1.634766	-15.190001	-290.989990	64.260002	40.00	0.00	0.00		
10.69	25.75	20.75	19.50	20.25	15.50	15.75	1.00	6.75	0.75	0.00	1.00	1.00	3.00	3.00	0.50	1.25	-0.166016	0.042969	0.972168	-3.920000	1.540000	-1.190000	1451.00	-0.23	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	1.25	1.25	0.75	0.25	0.00	0.00	0.25	0.429688	0.586914	1.360352	18.200001	-295.190002	85.959999	41.00	0.00	0.00		
10.70	23.50	19.00	18.00	19.25	15.25	15.50	1.00	6.75	0.50	0.25	0.75	1.00	3.00	3.00	0.25	1.25	-0.162109	0.043945	0.961914	-2.590000	3.710000	-0.420000	1373.00	-0.22	-0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.50	0.00	0.00	0.00	0.25	0.402344	0.138672	1.179688	45.290001	-288.260010	92.190002	28.00	0.00	0.00		
10.71	20.00	17.25	16.25	17.50	14.75	15.25	1.00	7.00	0.50	0.50	1.00	0.75	3.25	2.75	0.25	1.25	-0.151367	0.041992	0.957031	-1.890000	5.460000	0.210000	1280.00	-0.21	-0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.75	0.50	0.00	0.00	0.00	0.00	0.392090	-0.157227	1.265625	48.860001	-298.760010	88.690002	21.00	0.00	0.00		
10.72	15.75	14.25	14.25	15.50	13.75	14.50	1.00	7.00	0.50	0.50	0.75	0.75	3.50	2.75	0.75	1.25	-0.157715	0.045410	0.964355	-1.750000	6.580000	0.000000	1150.00	-0.20	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.75	0.75	0.00	0.00	0.00	0.00	0.317871	-0.346680	1.312012	46.060001	-312.760010	83.160004	24.00	0.00	0.00		215.00
10.73	12.00	11.25	12.25	13.25	13.00	13.75	1.00	7.25	1.00	0.50	1.25	1.00	3.75	2.50	0.50	1.50	-0.157227	0.044922	0.963867	-0.980000	7.490000	0.000000	1037.00	-0.18	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.75	0.25	0.00	0.00	0.00	0.00	0.272461	-0.440918	1.317871	40.110001	-331.519989	77.349998	18.00	0.00	0.00		
10.74	8.00	9.25	10.00	11.00	11.75	13.00	1.00	7.25	0.75	0.75	1.00	1.00	4.25	2.50	0.25	1.25	-0.155273	0.049316	0.963379	-0.980000	8.400000	-0.140000	902.00	-0.16	-0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	0.50	0.00	0.00	0.00	0.00	0.193359	-0.464355	1.319824	36.119999	-350.769989	71.820000	18.00	0.00	0.00		
10.75	6.50	7.50	8.50	9.25	10.75	12.00	1.00	7.25	1.25	0.75	1.50	1.25	4.75	2.50	0.50	1.50	-0.158203	0.044922	0.963379	-2.170000	9.730000	-1.050000	836.00	-0.13	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.25	0.00	0.00	0.00	0.00	0.130371	-0.493164	1.255371	31.430000	-367.920013	65.730003	10.00	0.00	0.00		
10.76	5.00	6.25	7.25	7.75	9.50	10.25	1.00	7.00	1.50	1.00	1.50	1.50	5.00	2.75	0.25	1.50	-0.157715	0.049316	0.963867	-3.430000	10.150000	-1.750000	752.00	-0.11	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.086914	-0.516113	1.265625	23.520000	-376.950012	59.570000	5.00	0.00	0.00		
10.77	3.75	5.25	6.00	6.50	8.50	9.00	1.00	7.00	1.75	1.25	1.75	2.00	5.00	2.75	0.50	1.50	-0.156738	0.063965	0.970215	-3.850000	10.080000	-2.450000	694.00	-0.09	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.040527	-0.438477	1.318359	14.980000	-386.329987	53.060001	0.00	0.00	0.00		
10.78	2.75	4.00	5.25	5.50	7.75	8.00	1.00	6.75	2.00	1.75	2.25	1.75	5.00	2.75	0.50	1.75	-0.237305	0.048340	0.951172	-3.850000	10.290000	-2.870000	642.00	-0.06	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.008789	-0.316406	1.426270	13.440001	-397.600006	47.040001	0.00	0.00	0.00		
10.79	2.00	3.50	4.75	4.50	6.75	7.00	1.00	6.50	2.25	2.00	2.25	1.75	5.25	3.00	0.50	1.50	-0.172852	0.053223	0.958984	-3.640000	10.710000	-3.570000	596.00	-0.04	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.071289	-0.253418	1.537598	21.420000	-410.829987	41.230000	0.00	0.00	0.00		
10.80	1.75	2.75	3.75	3.50	6.00	6.00	1.00	6.00	2.75	2.00	2.75	2.00	5.25	3.00	0.50	1.75	-0.166016	0.051270	0.970703	-2.940000	11.340000	-5.740000	554.00	-0.02	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.153320	-0.212891	1.626465	31.430000	-424.970001	35.070000	0.00	0.00	0.00		
10.81	1.50	2.50	3.25	3.00	5.00	5.25	1.00	5.50	3.25	2.50	2.75	1.75	5.25	3.25	0.50	1.75	-0.168945	0.050293	0.961426	-2.100000	12.320000	-8.400000	522.00	0.00	-0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.257812	-0.190918	1.751953	39.759998	-437.920013	28.840000	0.00	0.00	0.00		
10.82	1.25	2.25	3.00	2.25	4.00	4.00	1.00	5.25	4.00	3.00	3.25	2.50	5.00	3.25	0.75	1.75	-0.168945	0.054688	0.958984	-1.050000	13.160000	-10.570000	507.00	0.04	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.367676	-0.150391	1.843750	48.509998	-448.700012	23.309999	0.00	0.00	0.00		
10.83	1.25	1.50	2.75	1.75	3.25	3.00	1.00	5.00	5.25	3.50	3.50	2.25	5.25	3.50	0.75	1.75	-0.198730	0.047363	0.952148	0.210000	14.000000	-11.480000	494.00	0.07	-0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.306641	-0.575684	1.881348	47.950001	-460.600006	27.650000	0.00	0.00	0.00		
10.84	1.00	1.50	2.00	1.75	2.50	2.25	1.00	4.25	6.50	4.25	4.75	2.50	5.25	4.25	1.00	2.00	-0.169434	0.051758	0.972168	1.610000	15.540000	-10.360000	506.00	0.10	-0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.641602	0.006348	2.260742	61.670002	-463.190002	11.900000	0.00	0.00	0.00		
10.85	1.00	1.25	2.00	1.50	2.00	1.75	1.00	3.75	7.50	5.25	5.50	2.75	5.25	4.75	1.00	2.00	-0.166504	0.146973	0.941895	1.750000	15.330000	-8.820000	521.00	0.13	-0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.641602	0.006348	2.260742	61.670002	-463.190002	11.900000	0.00	0.00	0.00		
10.86	0.75	1.00	1.50	1.50	1.50	1.25	1.00	3.25	8.50	6.75	6.50	3.00	5.50	5.00	1.25	2.00	-0.185547	0.028320	0.958984	2.450000	14.070000	-8.400000	540.00	0.15	-0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.753906	-0.046875	2.347656	76.580002	-465.500000	6.300000	0.00	0.00	0.00		
10.87	0.75	1.00	1.50	1.50	1.25	0.75	1.00	3.00	9.00	7.75	7.50	3.25	5.25	5.25	1.50	2.00	-0.183594	0.040039	0.958008	3.360000	13.720000	-8.330000	561.00	0.16	-0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.895996	0.001465	2.634277	84.070000	-467.390015	3.920000	0.00	0.00	0.00		
10.88	0.75	0.75	1.00	1.25	0.75	0.75	1.00	2.75	10.00	8.25	8.25	3.75	5.25	6.25	1.25	2.25	-0.169434	0.053223	0.952148	8.610000	25.690001	-6.650000	580.00	0.18	-0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.946289	0.073730	2.842285	82.739998	-465.850006	8.540000	0.00	0.00	0.00		
