# time	left pressure 1[N/cm²]	left pressure 2[N/cm²]	left pressure 3[N/cm²]	left pressure 4[N/cm²]	left pressure 5[N/cm²]	left pressure 6[N/cm²]	left pressure 7[N/cm²]	left pressure 8[N/cm²]	left pressure 9[N/cm²]	left pressure 10[N/cm²]	left pressure 11[N/cm²]	left pressure 12[N/cm²]	left pressure 13[N/cm²]	left pressure 14[N/cm²]	left pressure 15[N/cm²]	left pressure 16[N/cm²]	left acceleration X[g]	left acceleration Y[g]	left acceleration Z[g]	left angular X[dps]	left angular Y[dps]	left angular Z[dps]	left total force[N]	left center of pressure X[%]	left center of pressure Y[%]	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]	right steps[]	left steps[]
15.88	7.75	7.00	10.75	10.00	13.75	17.00	1.00	9.50	1.25	1.25	2.25	3.00	7.75	6.00	0.75	2.00	-0.150879	0.053223	0.965332	-0.770000	4.410000	-1.330000	1092.00	-0.10	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	0.00	0.25	0.00	0.00	0.00	0.268066	0.385742	0.677734	14.770000	-251.160004	-25.410000	13.00	0.00	0.00		
15.89	6.25	6.50	9.25	8.75	12.75	16.00	0.75	9.50	1.50	1.25	2.50	3.25	8.25	6.50	0.75	2.00	-0.146484	0.055664	0.970703	0.700000	7.070000	-1.540000	1032.00	-0.08	-0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	0.25	0.00	0.00	0.00	0.00	0.280762	0.314941	0.789551	12.810000	-253.889999	-1.260000	13.00	0.00	0.00		
15.90	5.25	5.75	8.00	7.75	11.50	15.25	0.75	9.75	1.50	1.00	2.50	3.50	8.50	6.50	0.75	2.25	-0.143555	0.055664	0.970215	1.820000	9.450000	-1.610000	976.00	-0.07	-0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.278809	0.267578	0.881348	11.550000	-262.360016	18.549999	5.00	0.00	0.00		
15.91	4.00	5.00	7.00	7.00	10.25	14.25	0.75	9.75	1.50	1.50	2.75	4.00	8.75	6.50	1.00	2.25	-0.157227	0.059082	0.968262	2.590000	11.410000	-2.030000	930.00	-0.05	-0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.266113	0.244141	0.926270	13.440001	-276.360016	34.720001	0.00	0.00	0.00		
15.92	2.75	4.25	5.75	5.75	9.00	13.00	0.75	9.50	1.75	1.50	3.00	4.25	9.00	6.50	1.00	2.50	-0.147461	0.052246	0.966309	3.150000	12.390000	-2.170000	863.00	-0.03	-0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.230469	0.232910	0.952148	18.340000	-290.920013	47.040001	5.00	0.00	0.00		
15.93	2.25	3.50	5.25	5.25	7.75	11.50	0.75	9.50	1.50	1.50	3.00	4.50	9.25	6.50	1.00	2.50	-0.172852	0.054688	0.973145	3.430000	13.160000	-2.100000	812.00	-0.02	-0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.175781	0.190430	1.048340	28.700001	-304.779999	54.599998	5.00	0.00	0.00		
15.94	1.25	3.25	4.75	4.25	6.75	10.50	0.75	9.50	2.00	1.50	3.50	5.25	9.50	6.50	1.00	2.50	-0.162109	0.069336	0.958496	4.130000	14.490000	-2.520000	782.00	0.00	-0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.182129	0.129395	1.111816	41.090000	-320.320007	58.939999	0.00	0.00	0.00		
15.95	1.50	3.00	4.00	3.50	5.75	9.50	0.50	9.25	2.00	1.75	3.75	5.50	9.75	6.50	1.00	3.00	-0.172363	0.070312	0.958496	3.710000	13.020000	-3.500000	749.00	0.02	-0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.162598	0.060059	1.196777	49.420002	-336.839996	60.340000	0.00	0.00	0.00		
15.96	1.50	2.50	3.25	3.25	5.25	8.75	0.50	9.00	2.00	2.00	4.25	6.00	9.75	6.75	1.00	3.00	-0.164551	0.064941	0.958496	3.150000	11.410000	-4.480000	732.00	0.03	-0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.125000	0.022461	1.269043	53.689999	-353.500000	58.799999	0.00	0.00	0.00		
15.97	1.25	2.25	3.25	2.75	4.75	8.25	0.50	8.75	2.25	2.00	4.75	6.50	9.75	7.00	1.00	3.25	-0.163086	0.072266	0.958496	2.450000	9.520000	-5.320000	724.00	0.05	-0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.018066	-0.020508	1.425293	57.750000	-369.110016	53.130001	0.00	0.00	0.00		
15.98	1.00	2.00	2.50	2.75	4.00	7.50	0.50	8.75	2.00	1.75	5.00	6.50	9.75	7.00	1.25	3.50	-0.167969	0.056152	0.957031	1.470000	8.050000	-6.230000	695.00	0.06	-0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.106445	-0.028320	1.516113	63.910000	-386.049988	43.400002	0.00	0.00	0.00		
15.99	1.25	1.75	2.00	2.50	3.75	7.25	0.50	8.50	2.00	2.25	5.50	6.50	9.75	7.25	1.25	3.50	-0.177246	0.073730	0.964355	0.770000	7.140000	-6.580000	690.00	0.07	-0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.267090	-0.004395	1.608887	70.769997	-400.959991	29.680000	0.00	0.00	0.00		
16.00	1.25	1.75	2.25	2.25	3.25	6.75	0.50	8.25	2.75	2.25	5.75	7.00	9.75	7.50	1.25	3.75	-0.171875	0.058594	0.961914	0.070000	6.650000	-6.230000	697.00	0.08	-0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.447754	0.037109	1.710449	77.769997	-411.880005	14.770000	0.00	0.00	0.00		
16.01	1.00	1.50	2.25	2.25	3.00	6.25	0.25	8.00	3.00	2.50	6.00	6.75	9.50	7.50	1.25	3.75	-0.169434	0.058105	0.956055	-0.630000	5.670000	-5.320000	680.00	0.09	-0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.601074	0.109375	1.868652	84.070000	-419.089996	3.360000	0.00	0.00	0.00		
16.02	1.25	1.25	2.25	2.25	3.00	6.25	0.25	8.00	3.25	2.75	6.25	7.00	9.75	7.50	1.25	3.75	-0.170410	0.055664	0.963867	-1.190000	4.830000	-4.550000	693.00	0.09	-0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.913574	0.191406	2.066895	93.940002	-430.360016	-1.120000	0.00	0.00	0.00		
16.03	1.25	1.25	1.75	1.50	3.00	6.00	0.50	8.00	3.00	3.00	6.50	7.25	9.50	7.50	1.25	4.00	-0.168945	0.063477	0.957520	-1.960000	4.270000	-3.920000	684.00	0.10	-0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.122070	0.242188	2.120117	112.840004	-445.970001	-2.590000	0.00	0.00	0.00		
16.04	1.00	1.50	1.75	1.75	2.75	5.50	0.50	7.75	4.00	3.50	7.25	7.50	9.50	8.00	1.50	4.00	-0.166504	0.060547	0.961426	-2.590000	4.270000	-3.570000	710.00	0.11	-0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.355957	0.253418	2.046387	133.630005	-455.559998	-2.170000	0.00	0.00	0.00		
16.05	1.00	1.25	2.00	1.75	3.00	5.50	0.50	7.75	4.00	3.75	7.75	7.50	9.50	7.75	1.50	4.25	-0.166016	0.064453	0.958984	-2.940000	3.710000	-3.080000	721.00	0.11	-0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.600098	0.244629	2.030273	145.600006	-455.070007	6.510000	0.00	0.00	0.00		
16.06	1.25	1.25	1.75	1.50	2.75	5.50	0.50	7.50	4.50	4.25	8.00	7.50	9.50	7.75	1.50	4.50	-0.168457	0.063965	0.963867	-3.500000	3.150000	-3.080000	727.00	0.12	-0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.795898	0.198730	2.037109	130.059998	-422.519989	50.330002	0.00	0.00	0.00		
16.07	1.25	1.25	1.75	1.75	3.00	5.50	0.50	7.50	5.25	4.50	8.25	7.75	9.50	8.00	1.50	4.50	-0.164062	0.064453	0.965820	-3.710000	2.800000	-3.220000	752.00	0.12	-0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.813965	0.142578	2.126465	117.459999	-402.079987	72.029999	0.00	0.00	0.00		
16.08	1.25	1.25	1.25	1.75	3.00	5.25	0.50	7.25	5.50	5.25	8.50	8.00	9.25	8.25	1.50	4.50	-0.167480	0.056641	0.962402	-3.920000	2.730000	-3.430000	756.00	0.12	-0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.814453	0.110840	2.162109	112.699997	-385.839996	81.690002	0.00	0.00	0.00		
16.09	1.00	1.25	1.25	1.75	3.00	5.25	0.50	7.50	6.75	6.75	8.75	8.00	9.25	8.50	1.75	4.50	-0.162598	0.059082	0.959961	-3.710000	2.590000	-3.780000	797.00	0.13	-0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.912598	0.044922	2.246094	119.910004	-371.630005	76.370003	0.00	0.00	0.00		
16.10	1.00	1.50	1.50	1.25	3.00	5.25	0.50	7.50	7.25	7.00	9.00	8.50	9.75	8.50	1.75	5.00	-0.165039	0.054688	0.963867	-3.430000	2.450000	-3.850000	821.00	0.14	-0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.214355	-0.089355	2.410645	137.479996	-356.230011	58.240002	0.00	0.00	0.00		
16.11	1.00	1.00	1.50	1.50	3.00	5.00	0.50	7.50	8.00	7.75	9.75	8.50	9.75	8.50	2.00	5.00	-0.157227	0.057617	0.960938	-2.800000	2.310000	-3.990000	844.00	0.14	-0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.576172	-0.333496	2.339355	158.339996	-341.459991	30.450001	0.00	0.00	0.00		
16.12	0.75	1.50	1.25	1.75	2.75	5.00	0.75	7.50	8.50	8.25	10.00	9.00	10.00	8.75	2.00	5.00	-0.165527	0.058105	0.958496	-2.030000	2.590000	-4.480000	871.00	0.14	-0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.821289	-0.541992	1.936523	173.039993	-323.890015	-2.800000	0.00	0.00	0.00		
16.13	1.00	1.25	1.50	1.75	2.75	4.75	0.75	7.50	8.75	8.50	10.50	9.25	10.75	9.25	2.25	5.00	-0.161621	0.062012	0.964355	-1.190000	3.080000	-4.970000	899.00	0.15	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.971680	-0.644531	1.341797	177.729996	-297.360016	-35.910000	0.00	0.00	0.00		
16.14	0.50	1.25	1.50	1.75	2.25	4.75	0.75	7.50	9.25	9.00	11.00	9.75	11.00	9.25	2.50	5.25	-0.163574	0.060547	0.965332	-0.490000	3.990000	-5.110000	916.00	0.16	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.155273	-0.733887	0.870605	173.250000	-258.579987	-62.230000	0.00	0.00	0.00		
16.15	1.00	1.00	1.00	1.50	2.25	4.25	0.75	7.50	9.50	9.50	11.50	10.00	11.25	9.50	2.50	5.50	-0.156250	0.056641	0.972168	2.940000	9.380000	-5.670000	927.00	0.16	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.296387	-0.915039	0.547363	159.320007	-208.949997	-79.169998	0.00	0.00	0.00		
16.16	1.00	1.00	1.25	1.75	1.75	3.75	0.75	7.25	9.75	10.00	12.25	10.75	11.25	10.00	2.50	5.75	-0.165527	0.066406	0.970215	5.460000	13.510000	-6.020000	948.00	0.17	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.328125	-1.037598	0.271973	133.419998	-156.100006	-85.190002	0.00	0.00	0.00		
16.17	0.50	1.00	1.25	1.25	1.00	3.00	0.50	7.25	10.25	10.50	13.00	11.25	11.75	10.25	2.50	5.75	-0.166016	0.057129	0.971191	8.610000	17.850000	-6.580000	949.00	0.18	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.287598	-1.078613	0.147461	95.970001	-105.840004	-81.900002	0.00	0.00	0.00		
16.18	0.75	0.75	1.00	1.25	1.00	2.50	0.50	7.00	10.75	10.75	13.50	11.75	12.00	10.25	2.75	5.75	-0.162109	0.075684	0.982422	13.090000	24.850000	-6.230000	961.00	0.19	-0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.304199	-1.086426	0.200195	55.369999	-58.799999	-73.500000	0.00	0.00	0.00		
16.19	0.50	0.50	0.75	1.25	0.50	2.00	0.50	6.75	11.00	11.25	14.25	12.00	11.75	10.75	2.75	5.75	-0.181152	0.078613	0.985352	22.400000	41.439999	-4.200000	960.00	0.20	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.292480	-0.928711	0.267090	16.590000	-14.700000	-64.470001	0.00	0.00	0.00		
16.20	0.25	1.00	0.75	1.50	0.25	2.00	0.25	6.50	11.50	11.50	14.75	12.75	12.00	11.00	3.00	6.00	-0.185547	0.075684	0.994141	31.570000	63.209999	-4.690000	985.00	0.20	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.061523	-0.717285	0.198242	-14.910000	26.389999	-55.790001	0.00	0.00	0.00		
16.21	0.25	0.00	0.50	1.50	0.50	1.50	0.25	6.00	11.50	12.00	15.50	13.25	11.75	11.00	2.75	6.00	-0.208984	0.098145	1.008301	43.400002	90.720001	-4.620000	976.00	0.21	-0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.718750	-0.501953	0.211914	-37.029999	66.430000	-47.040001	0.00	0.00	0.00		
16.22	0.25	0.25	0.25	1.25	0.25	1.00	0.00	5.50	11.75	12.25	16.00	13.50	11.25	11.25	2.75	5.75	-0.226562	0.094727	1.012695	52.709999	125.160004	-4.270000	964.00	0.21	-0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.010742	-2.595215	0.681641	-175.630005	98.349998	7.210000	0.00	0.00	0.00		
16.23	0.75	0.50	0.50	0.75	0.00	0.50	0.00	5.00	12.00	12.50	16.50	14.00	11.75	11.50	2.75	5.75	-0.248047	0.117676	1.022461	49.560001	162.119995	-5.600000	976.00	0.22	-0.09	0.50	0.50	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.888672	0.168457	0.599609	-251.160004	220.009995	35.070000	13.00	0.00	0.00		
16.24	0.75	0.00	0.25	1.00	0.00	0.75	0.00	4.75	11.75	12.75	17.00	14.25	11.00	11.25	2.50	6.00	-0.275391	0.115234	1.049316	43.189999	192.430008	-9.240000	967.00	0.22	-0.09	1.50	2.25	0.75	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.451172	-0.065918	0.586914	-139.089996	181.860001	98.279999	64.00	-0.35	-0.08		
16.25	0.50	0.25	0.50	1.25	0.00	1.00	0.00	3.75	11.50	13.00	17.25	14.50	10.75	11.25	2.50	5.75	-0.339355	0.126953	1.079102	35.980000	222.460007	-12.740000	961.00	0.22	-0.09	8.00	11.00	2.00	6.50	0.25	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.451172	-0.065918	0.586914	-139.089996	181.860001	98.279999	291.00	-0.36	-0.08		
16.26	0.25	0.00	0.00	1.00	0.00	0.75	0.00	3.75	10.75	12.75	17.50	14.75	10.50	11.00	2.50	5.75	-0.349609	0.142578	1.047852	32.689999	248.009995	-16.520000	934.00	0.23	-0.09	15.00	15.50	4.75	11.00	0.75	4.75	0.00	0.75	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	-1.397461	-0.661133	3.776367	-259.559998	543.200012	-6.580000	548.00	-0.33	-0.09		
16.27	0.00	0.00	0.50	0.75	0.00	0.75	0.00	3.25	10.00	12.75	17.75	15.00	10.50	10.25	2.00	5.50	-0.394043	0.135742	1.075684	33.950001	266.559998	-20.020000	909.00	0.23	-0.09	15.50	13.75	8.00	11.75	2.25	8.25	0.25	1.75	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	-1.267578	-1.004395	5.505371	-295.610016	535.780029	-24.150000	654.00	-0.30	-0.09		
16.28	0.25	0.00	0.50	1.00	0.00	1.00	0.00	3.00	8.50	12.25	17.50	15.50	10.00	9.50	1.75	5.25	-0.456543	0.132324	1.135254	41.509998	287.980011	-21.000000	876.00	0.22	-0.10	15.00	11.25	9.25	11.50	5.25	9.25	0.25	2.50	0.00	0.00	0.00	0.00	1.00	0.75	0.00	0.50	-0.801758	-0.024902	4.785645	-327.529999	303.519989	-14.700000	706.00	-0.26	-0.09		
16.29	0.00	0.00	0.00	0.75	0.00	0.50	0.00	2.50	7.25	11.50	17.00	15.25	9.75	8.25	1.50	5.00	-0.510254	0.110352	1.160645	55.650002	320.250000	-17.920000	803.00	0.23	-0.11	14.50	10.00	10.00	11.00	6.50	9.25	0.25	2.75	0.00	0.00	0.00	0.25	1.25	1.25	0.00	0.75	-0.306152	-0.018066	1.530273	-199.289993	56.980000	3.150000	720.00	-0.25	-0.08		215.00
16.30	0.25	0.25	0.50	0.00	0.00	0.75	0.00	2.25	5.00	10.25	15.75	14.75	9.25	7.00	1.25	4.50	-0.559570	0.139160	1.237793	71.680000	363.860016	-16.170000	723.00	0.22	-0.13	13.75	9.75	10.50	11.00	7.50	9.75	0.50	3.25	0.00	0.00	0.25	0.50	1.75	2.25	0.00	0.75	-0.152832	-0.006836	0.999512	-56.560001	-15.190001	3.500000	762.00	-0.23	-0.08		
16.31	0.00	0.00	0.00	0.50	0.00	0.25	0.00	1.75	2.25	9.00	14.25	13.50	8.00	6.25	0.75	4.00	-0.683105	0.179199	1.429199	88.199997	414.610016	-15.750000	602.00	0.23	-0.15	12.50	9.00	10.50	10.75	8.00	10.00	0.50	3.50	0.50	0.00	0.25	0.75	2.25	3.25	0.25	1.25	-0.123047	0.039062	0.993164	-21.980000	-19.740000	4.130000	778.00	-0.20	-0.09		
16.32	0.00	0.00	0.25	0.00	0.00	0.00	0.00	1.00	1.25	7.50	12.00	11.25	6.75	5.75	0.75	3.50	-0.901855	0.092773	1.729492	97.790001	465.500000	-9.310000	491.00	0.23	-0.14	12.25	8.75	10.75	10.50	9.00	10.25	0.50	3.75	0.50	0.25	0.25	0.75	2.50	4.25	0.25	1.75	-0.172852	0.050781	0.987793	-17.990000	-16.730000	3.080000	807.00	-0.19	-0.08		
16.33	0.25	0.00	0.25	0.50	0.00	0.00	0.00	0.50	0.25	5.75	9.75	9.25	5.75	5.50	0.50	2.75	-1.053711	0.216309	1.936035	99.190002	505.049988	3.850000	398.00	0.23	-0.15	12.00	8.50	11.25	10.50	9.75	10.50	0.75	3.75	1.25	0.25	0.75	1.00	3.00	5.50	0.25	2.00	-0.186035	0.029785	0.989746	-14.910000	-15.960000	1.680000	857.00	-0.17	-0.08		
16.34	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.25	0.50	4.50	8.50	8.25	5.00	5.50	0.50	2.50	-1.446777	0.163086	2.134277	88.690002	524.440002	11.760000	345.00	0.24	-0.14	11.75	8.25	11.50	10.25	10.50	10.75	0.75	4.50	1.75	0.25	0.75	1.25	3.00	6.50	0.50	2.50	-0.172363	0.045898	0.993652	-12.250000	-15.470000	1.050000	897.00	-0.15	-0.08		
16.35	0.00	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.25	3.50	7.00	7.00	3.50	5.50	0.50	2.00	-1.768555	0.216309	2.355957	75.669998	524.929993	18.969999	289.00	0.24	-0.13	12.00	8.25	11.75	10.25	11.50	11.00	1.00	5.00	2.00	0.50	0.75	1.00	3.00	7.00	0.75	2.75	-0.165039	0.037598	0.986816	-10.220000	-14.280000	0.560000	939.00	-0.14	-0.07		
16.36	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	2.75	6.00	6.00	2.75	5.25	0.50	1.75	-1.808105	1.171875	2.027832	108.919998	495.739990	37.660000	244.00	0.25	-0.12	11.25	7.75	11.75	10.00	12.25	11.25	1.00	5.25	2.25	0.75	0.75	1.50	3.25	7.50	0.75	3.25	-0.148438	0.036133	0.990234	-8.610000	-12.810000	0.770000	959.00	-0.13	-0.07		
16.37	0.25	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	2.00	4.75	5.25	2.50	4.75	0.25	1.50	-1.827148	0.977539	2.852539	175.699997	448.559998	40.250000	204.00	0.25	-0.13	10.75	7.75	11.75	10.00	12.75	11.25	1.00	5.50	2.50	0.75	1.00	1.50	3.50	8.00	0.75	3.50	-0.147949	0.038086	0.989258	-7.210000	-11.410000	1.750000	977.00	-0.12	-0.07		
16.38	0.25	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.50	4.00	4.25	2.00	3.75	0.50	1.00	-1.224121	0.707031	2.744629	216.930008	399.559998	6.090000	171.00	0.24	-0.12	10.50	7.75	11.50	9.75	13.25	11.75	1.50	5.75	3.25	0.75	1.25	1.50	4.00	8.50	1.00	3.75	-0.150879	0.043457	0.991699	-6.230000	-10.360000	2.100000	1016.00	-0.11	-0.07		
16.39	0.00	0.25	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.75	3.50	1.75	2.75	0.25	0.75	-0.322266	0.246582	2.803711	233.240005	351.329987	-35.279999	129.00	0.22	-0.14	10.00	7.50	11.25	9.75	13.75	11.75	1.50	5.75	3.75	1.00	1.00	1.50	4.00	8.75	1.00	4.25	-0.156250	0.039551	0.992188	-5.390000	-10.220000	1.960000	1023.00	-0.10	-0.07		
16.40	0.25	0.25	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.75	2.25	1.00	1.75	0.00	0.50	0.728516	-0.046387	2.539551	227.779999	303.100006	-76.790001	81.00	0.20	-0.13	9.50	7.25	11.25	9.50	14.00	12.00	1.75	6.25	3.75	1.00	1.25	1.75	4.25	9.25	1.25	5.00	-0.138672	0.036621	0.996582	-3.990000	-8.820000	1.960000	1048.00	-0.09	-0.07		
16.41	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.50	0.50	0.25	0.00	0.00	1.338379	-0.316895	1.680664	205.029999	273.350006	-113.470001	28.00	0.00	0.00	9.00	7.00	11.00	9.50	13.75	12.00	1.75	6.50	3.75	1.00	1.25	1.75	4.50	9.25	1.50	5.00	-0.143555	0.037109	0.996582	-2.730000	-7.770000	2.450000	1043.00	-0.08	-0.08		
16.42	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	0.75	0.50	0.50	0.00	0.25	1.833496	-0.239258	-0.342773	141.190002	290.290009	-142.520004	34.00	0.00	0.00	8.50	6.75	10.75	9.50	14.00	12.25	1.75	6.75	3.50	1.00	1.25	2.00	4.75	9.25	1.25	5.25	-0.141602	0.039551	0.993652	-1.890000	-7.210000	2.870000	1043.00	-0.08	-0.08		
16.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.25	0.75	0.00	0.25	1.301270	0.009766	3.680176	0.350000	152.039993	-138.669998	31.00	0.00	0.00	8.25	6.75	10.50	9.25	14.00	12.50	1.75	7.25	3.75	1.00	1.50	2.00	5.00	9.25	1.25	5.50	-0.138672	0.032227	0.996094	-1.190000	-7.070000	3.220000	1054.00	-0.08	-0.08		
16.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.50	0.25	0.25	0.00	0.25	1.244629	0.536133	1.823730	-67.340004	-36.400002	-107.379997	19.00	0.00	0.00	7.75	6.50	10.25	9.25	13.75	12.75	1.50	7.50	3.75	1.00	1.25	2.00	5.00	9.25	1.25	5.50	-0.133789	0.041504	0.996582	-0.560000	-6.580000	3.360000	1041.00	-0.07	-0.09		
16.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.50	0.00	0.25	0.762695	0.377930	1.629883	-92.540001	-146.020004	-80.290001	13.00	0.00	0.00	7.25	6.25	9.75	9.00	13.50	13.00	1.50	7.75	3.75	1.25	1.50	2.50	5.50	9.25	1.50	5.75	-0.133301	0.042480	0.993652	0.350000	-5.600000	3.430000	1048.00	-0.07	-0.09		
16.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.50	0.00	0.25	0.561523	0.180664	1.063477	-98.980003	-189.279999	-65.590004	11.00	0.00	0.00	6.50	6.00	9.25	8.75	13.00	13.00	1.50	8.00	3.75	1.00	2.00	2.50	6.25	9.00	1.50	6.00	-0.130371	0.043457	0.993164	1.680000	-3.570000	3.780000	1036.00	-0.06	-0.10		
