# time	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]
12.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.184082	0.612305	2.298828	89.529999	-572.460022	-5.600000	0.00	0.00	0.00
12.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-1.412598	0.701172	2.645996	122.779999	-565.530029	5.390000	3.00	0.00	0.00
12.54	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-1.773438	0.883301	2.981445	135.100006	-562.169983	26.320000	3.00	0.00	0.00
12.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.229492	1.197266	3.199707	114.379997	-557.059998	63.139999	0.00	0.00	0.00
12.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.670410	1.207520	2.996094	111.370003	-544.320007	114.169998	0.00	0.00	0.00
12.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.411133	0.990234	2.919434	148.960007	-515.340027	156.309998	0.00	0.00	0.00
12.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-4.020020	0.701660	3.002930	177.520004	-475.440002	183.330002	3.00	0.00	0.00
12.59	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-4.301758	0.488281	3.051270	166.180008	-435.260010	204.889999	3.00	0.00	0.00
12.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-4.375488	0.408203	2.402344	128.380005	-393.470001	240.800003	3.00	0.00	0.00
12.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	-4.717773	-0.136719	1.843262	111.370003	-331.029999	297.850006	5.00	0.00	0.00
12.62	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-6.120117	-0.760254	1.668945	79.590004	-270.899994	305.899994	3.00	0.00	0.00
12.63	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.00	-6.730957	-0.333496	0.084473	0.490000	-224.139999	226.309998	8.00	0.00	0.00
12.64	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-7.056641	0.443848	-0.775391	-0.700000	-155.399994	93.940002	5.00	0.00	0.00
12.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.00	-7.088867	0.203125	-0.591797	108.150002	-70.559998	-27.930000	8.00	0.00	0.00
12.66	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-6.918457	-0.977051	-0.315430	168.559998	5.390000	-73.779999	5.00	0.00	0.00
12.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-6.223145	-1.626953	-0.263184	90.860001	80.570000	-52.220001	5.00	0.00	0.00
12.68	1.00	3.50	0.75	0.75	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	-2.155273	-0.432129	1.958984	-193.130005	235.199997	26.389999	64.00	-0.33	-0.08
12.69	6.25	9.75	2.50	2.75	0.00	0.00	0.00	0.00	0.25	0.75	0.50	0.00	0.00	0.00	0.00	0.00	1.738770	1.689941	2.770996	-138.949997	236.180008	87.779999	229.00	-0.33	-0.05
12.70	14.50	16.25	4.00	6.00	0.00	0.00	0.00	0.00	0.75	0.75	0.25	0.25	0.00	0.00	0.00	0.00	2.206543	-1.182129	0.188477	-67.830002	203.770004	120.470001	433.00	-0.34	-0.04
12.71	19.50	19.25	7.50	9.50	0.25	0.00	0.00	0.00	0.50	1.00	0.50	0.50	0.00	0.25	0.00	0.00	-2.093750	-1.272461	1.036621	-100.590004	312.829987	75.739998	599.00	-0.33	-0.04
12.72	23.00	21.00	9.75	11.50	0.50	0.50	0.00	0.00	0.50	0.75	0.50	0.25	0.00	0.25	0.00	0.00	-2.094238	-1.476562	5.179688	-81.410004	429.940002	17.990000	702.00	-0.34	-0.04
12.73	23.75	21.25	11.25	13.00	1.50	1.50	0.25	0.00	0.50	0.75	0.50	0.50	0.00	0.25	0.00	0.00	-0.170410	0.559082	1.273438	-34.580002	264.739990	-38.430000	773.00	-0.33	-0.04
12.74	23.00	20.25	11.75	13.50	2.00	3.25	0.00	0.00	0.50	0.50	0.50	0.00	0.00	0.00	0.00	0.00	-0.295410	0.332520	2.062988	2.520000	254.449997	-12.460000	778.00	-0.33	-0.04
12.75	21.75	19.75	12.25	14.00	2.75	4.75	0.25	0.25	0.25	0.50	0.00	0.25	0.00	0.25	0.00	0.00	-0.403320	0.019531	2.357910	17.920000	194.740005	-4.550000	800.00	-0.32	-0.05
12.76	21.00	19.00	12.25	14.00	3.75	5.25	0.25	0.75	0.50	0.50	0.00	0.00	0.00	0.50	0.00	0.00	-0.229492	0.158203	1.583008	16.520000	132.089996	-13.440001	812.00	-0.31	-0.05
12.77	20.00	18.50	12.25	13.75	4.50	6.25	0.25	0.75	0.25	0.25	0.00	0.00	0.25	0.25	0.00	0.00	-0.146973	0.271973	1.264648	13.020000	98.629997	-15.540000	808.00	-0.31	-0.06
12.78	19.00	17.75	12.00	13.50	4.75	6.50	0.25	1.00	0.00	0.25	0.00	0.00	0.00	0.25	0.00	0.00	-0.136719	0.351074	1.209961	-0.070000	80.709999	-10.080000	789.00	-0.31	-0.06
12.79	18.00	16.75	11.75	13.25	5.00	6.75	0.25	1.00	0.00	0.25	0.00	0.00	0.25	0.50	0.00	0.00	-0.095703	0.271973	1.108887	-18.200001	64.820000	-2.450000	773.00	-0.30	-0.06
12.80	16.75	15.75	11.25	12.50	5.25	6.50	0.25	1.25	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.033691	0.194824	0.922363	-31.780001	55.720001	1.190000	735.00	-0.30	-0.06
12.81	15.25	14.25	10.75	11.75	5.25	6.25	0.25	1.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.060547	0.179199	1.027344	-34.299999	58.240002	5.390000	685.00	-0.30	-0.06
12.82	13.00	13.00	10.00	11.00	5.25	6.00	0.25	1.00	0.00	0.25	0.00	0.00	0.00	0.50	0.00	0.00	-0.070312	0.076172	1.045410	-29.190001	56.139999	8.190000	635.00	-0.29	-0.06
12.83	11.25	11.50	9.50	10.50	5.25	5.75	0.25	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.023438	-0.055664	0.892578	-16.590000	55.230000	5.740000	587.00	-0.29	-0.07
12.84	9.50	9.50	9.00	9.50	5.25	5.75	0.25	1.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.017090	-0.078125	0.882812	-0.630000	65.730003	-3.220000	533.00	-0.28	-0.07
12.85	8.00	8.75	8.25	9.25	5.25	5.75	0.50	1.75	0.00	0.25	0.00	0.00	0.00	0.25	0.00	0.00	-0.123047	0.076172	1.106934	10.290000	75.599998	-13.720000	516.00	-0.26	-0.08
12.86	6.50	7.75	7.50	8.50	5.25	5.50	0.50	2.25	0.00	0.00	0.00	0.00	0.50	0.50	0.00	0.00	-0.162598	0.170898	1.147949	3.080000	73.779999	-18.410000	483.00	-0.25	-0.09
12.87	5.50	6.75	7.00	7.75	5.25	5.25	0.50	2.50	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	-0.176270	0.197266	1.070312	-9.940000	66.919998	-18.200001	449.00	-0.24	-0.09
12.88	4.25	5.75	6.25	7.00	5.00	5.00	0.75	3.00	0.00	0.25	0.00	0.00	1.25	1.00	0.00	0.25	-0.186035	0.153809	1.040039	-9.380000	51.590000	-15.610000	433.00	-0.20	-0.10
12.89	3.50	5.25	5.75	6.50	5.00	5.00	1.00	3.50	0.00	0.50	0.25	0.25	2.00	0.75	0.00	0.25	-0.239746	0.152832	1.017090	-6.580000	25.969999	-13.440001	433.00	-0.18	-0.12
12.90	3.00	5.00	5.00	5.75	5.25	4.50	1.00	4.50	0.50	0.25	0.25	0.25	3.00	1.75	0.25	0.50	-0.213867	0.140625	0.986816	-6.790000	3.220000	-11.620000	447.00	-0.14	-0.13
12.91	2.25	2.50	4.75	5.00	4.75	4.00	1.00	4.25	0.50	0.75	0.25	0.50	3.50	2.50	0.00	0.75	-0.238770	0.113770	0.980469	-6.580000	-3.290000	-9.170000	408.00	-0.10	-0.12
12.92	1.75	2.75	4.00	3.75	4.50	3.00	1.00	4.75	0.75	0.75	0.25	1.00	4.25	3.00	0.25	1.00	-0.184570	0.104004	0.986328	-5.320000	0.770000	-6.860000	400.00	-0.06	-0.13
12.93	1.00	2.50	3.25	3.25	4.25	2.00	1.00	5.00	1.50	1.00	0.50	1.00	5.00	4.25	0.50	1.00	-0.191406	0.113770	0.981445	-4.690000	4.060000	-7.000000	401.00	-0.01	-0.12
12.94	1.25	2.00	2.75	2.50	3.75	1.50	1.25	4.75	2.00	1.75	1.00	1.25	5.25	5.50	0.75	1.25	-0.207520	0.116211	0.984375	-3.920000	7.350000	-8.400000	413.00	0.03	-0.10
12.95	1.25	1.50	2.25	1.75	3.00	1.00	1.00	4.50	2.75	1.75	1.25	2.00	5.75	7.25	1.00	1.75	-0.193848	0.122070	0.970215	-2.520000	10.360000	-10.010000	418.00	0.08	-0.09
12.96	0.75	1.75	1.50	0.75	2.50	0.50	1.00	4.50	3.50	2.50	1.50	2.25	6.50	9.00	1.50	2.00	-0.315918	0.350098	0.945312	-0.280000	15.610000	-12.460000	436.00	0.13	-0.08
12.97	0.75	1.00	1.50	0.50	1.75	0.50	1.00	4.00	4.50	4.00	2.25	3.00	6.75	10.50	2.00	2.25	-0.191406	0.153320	0.991211	2.240000	20.650000	-15.400000	477.00	0.17	-0.06
12.98	0.50	1.00	0.75	0.75	1.25	0.00	0.75	3.75	5.75	4.50	3.25	3.75	7.25	12.75	2.75	2.75	-0.198242	0.171875	1.002441	5.600000	27.370001	-20.650000	524.00	0.20	-0.06
12.99	0.75	0.25	0.75	0.50	0.50	0.00	0.50	3.25	7.00	6.50	4.50	4.50	7.75	15.25	4.00	3.50	-0.220703	0.108887	0.956543	9.240000	41.790001	-23.240000	598.00	0.24	-0.04
13.00	0.50	0.00	0.50	0.00	0.25	0.00	0.25	2.50	7.75	8.25	6.25	5.00	7.75	17.50	6.25	4.25	-0.055664	0.077637	1.571289	18.690001	59.500000	-28.420000	666.00	0.26	-0.03
13.01	0.25	0.50	0.75	0.00	0.00	0.00	0.00	2.00	8.50	8.75	7.75	5.50	7.75	19.25	7.00	5.25	-0.277344	0.242676	1.341309	27.020000	99.540001	-30.730000	721.00	0.27	-0.03
13.02	0.25	0.50	0.00	0.00	0.00	0.00	0.00	1.50	9.25	9.50	8.00	5.50	7.50	21.00	8.00	6.00	-0.288086	0.198242	1.326660	27.020000	179.479996	-32.830002	752.00	0.28	-0.02
13.03	0.00	0.25	0.25	0.00	0.00	0.00	0.00	1.00	10.00	10.25	8.25	6.25	6.75	22.50	8.75	6.50	-0.307617	0.107422	1.413086	17.290001	242.970001	-36.259998	788.00	0.29	-0.01
13.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	10.75	10.50	8.25	5.50	6.25	23.50	9.50	7.00	-0.340820	0.133789	1.332520	-0.350000	283.149994	-36.959999	798.00	0.30	0.01
13.05	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.50	11.00	10.50	8.25	5.25	5.25	24.75	9.75	7.25	-0.437012	0.176270	1.310059	-17.360001	312.970001	-39.619999	803.00	0.30	0.02
13.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	11.00	11.00	8.25	4.50	5.00	25.50	10.25	7.50	-0.419434	0.078125	1.422363	-24.080000	344.260010	-43.049999	805.00	0.31	0.02
13.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	11.00	8.00	4.00	3.75	25.50	10.50	7.75	-0.469727	0.086426	1.393555	-28.559999	377.579987	-42.000000	786.00	0.31	0.03
13.08	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	10.25	11.50	8.00	3.50	2.50	25.25	10.75	7.75	-0.556152	0.168945	1.457031	-30.240000	423.640015	-42.700001	769.00	0.32	0.04
13.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.50	11.75	7.75	3.50	2.00	24.50	10.25	8.00	-0.364258	0.166016	1.184082	-28.980000	481.600006	-46.759998	742.00	0.32	0.04
13.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.25	11.25	7.75	3.00	1.50	22.25	10.00	7.50	-0.641113	0.485352	1.308105	-23.309999	555.590027	-65.449997	686.00	0.32	0.04
13.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	10.00	6.50	2.50	0.75	19.50	8.75	6.75	-0.974609	0.482422	2.004883	-14.910000	628.809998	-84.209999	581.00	0.32	0.04
13.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.25	8.00	4.25	1.75	0.00	16.25	6.75	5.25	-1.976074	0.569824	3.148926	20.090000	685.720032	-80.150002	453.00	0.33	0.05
13.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.25	5.75	2.25	1.00	0.00	11.50	5.25	2.75	-3.045410	1.120117	4.509277	198.800003	705.039978	-3.710000	304.00	0.33	0.06
13.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.50	3.75	1.25	1.00	0.00	7.75	3.00	1.25	-2.284180	-0.046387	5.251953	310.589996	678.090027	-4.130000	200.00	0.33	0.07
13.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	2.50	0.75	0.50	0.25	5.25	1.50	0.50	-1.018555	0.325195	5.975586	299.880005	620.970032	-39.060001	121.00	0.33	0.07
13.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	1.25	0.00	0.00	0.00	1.75	0.00	0.00	0.769531	0.263184	5.109863	252.910004	538.090027	-104.019997	34.00	0.00	0.00
13.17	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	0.00	0.75	0.00	0.00	0.883789	0.029297	4.108887	193.759995	465.010010	-182.979996	19.00	0.00	0.00
13.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.50	0.00	0.00	0.086914	3.193359	8.937012	113.610001	272.860016	-122.779999	7.00	0.00	0.00
13.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.50	0.00	0.00	2.063477	1.701660	5.227539	5.180000	6.650000	3.920000	9.00	0.00	0.00
13.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	1.156250	1.320801	3.115234	-87.290001	-173.809998	113.889999	8.00	0.00	0.00
13.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.25	0.00	0.00	0.920898	0.978027	1.735352	-123.410004	-203.699997	159.180008	7.00	0.00	0.00
13.22	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.107910	0.723633	1.429199	-90.720001	-168.279999	150.570007	5.00	0.00	0.00
13.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.389160	0.386719	1.965332	-35.700001	-165.759995	115.570000	5.00	0.00	0.00
13.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.398926	-0.072266	2.312012	-8.050000	-216.580002	72.730003	5.00	0.00	0.00
13.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	1.206055	-0.355957	2.161133	-25.760000	-290.010010	29.400000	5.00	0.00	0.00
13.26	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.791504	-0.244141	1.931641	-64.750000	-353.079987	-8.540000	8.00	0.00	0.00
13.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.468750	-0.027344	1.809082	-90.160004	-403.760010	-38.080002	5.00	0.00	0.00
13.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.214844	0.134277	1.790527	-89.529999	-450.309998	-58.240002	5.00	0.00	0.00
13.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-0.003418	0.205078	1.815918	-77.629997	-493.360016	-69.440002	5.00	0.00	0.00
13.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.234375	0.261230	1.853027	-67.410004	-533.049988	-72.029999	0.00	0.00	0.00
13.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.467773	0.344238	1.849121	-55.650002	-566.650024	-68.250000	0.00	0.00	0.00
13.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.668457	0.440918	1.928711	-38.920002	-591.150024	-62.720001	0.00	0.00	0.00
13.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.886230	0.552246	1.762695	-1.260000	-610.190002	-44.869999	0.00	0.00	0.00
13.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.915527	0.662109	1.778809	21.840000	-599.619995	-31.500000	0.00	0.00	0.00
13.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.098633	0.779297	2.114746	57.680000	-583.169983	-18.410000	0.00	0.00	0.00
13.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.253418	0.885742	2.628906	105.910004	-577.359985	0.280000	0.00	0.00	0.00
13.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-1.609375	0.926270	2.883789	131.529999	-579.250000	35.209999	0.00	0.00	0.00
13.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-2.011719	1.060547	2.949707	103.949997	-572.880005	91.629997	3.00	0.00	0.00
13.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.421387	1.351562	2.849609	62.439999	-557.549988	158.479996	0.00	0.00	0.00
13.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.972656	1.071289	3.132812	96.389999	-530.179993	215.740005	0.00	0.00	0.00
13.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-3.580566	0.437500	3.314453	144.690002	-499.589996	236.460007	0.00	0.00	0.00
13.42	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-4.096680	0.060547	3.323242	128.660004	-471.309998	233.449997	5.00	0.00	0.00
13.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.411621	0.368164	2.956543	51.450001	-444.779999	225.470001	0.00	0.00	0.00
13.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-4.548828	0.878906	2.248535	7.210000	-402.290009	238.070007	3.00	0.00	0.00
13.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-5.204102	0.382324	1.421875	54.320000	-333.619995	264.529999	3.00	0.00	0.00
13.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-7.115234	-0.180664	0.820312	68.180000	-269.360016	222.389999	3.00	0.00	0.00
13.47	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-7.266113	-0.056152	-0.790527	39.060001	-200.059998	119.279999	0.00	0.00	0.00
13.48	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	0.00	0.00	0.00	-7.425293	-0.048340	-0.862305	97.019997	-111.230003	-12.600000	5.00	0.00	0.00
13.49	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.25	0.00	0.00	0.00	0.00	0.00	-7.470215	-0.997070	-0.615723	164.080002	-25.270000	-96.879997	11.00	0.00	0.00
13.50	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	-6.900879	-1.678223	-0.589844	108.220001	56.560001	-97.090004	5.00	0.00	0.00
13.51	0.75	3.00	0.75	0.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-4.018066	0.017578	-0.995117	-50.119999	157.289993	-54.040001	49.00	0.00	0.00
13.52	4.00	10.75	2.00	3.25	0.00	0.00	0.00	0.00	0.25	0.50	0.50	0.00	0.00	0.00	0.00	0.00	2.947754	0.478516	0.660156	-28.700001	222.389999	64.330002	212.00	-0.33	-0.08
13.54	20.75	20.75	7.75	10.25	0.25	0.00	0.00	0.00	0.50	0.75	0.50	0.00	0.00	0.25	0.00	0.00	-3.092773	-1.209961	4.987793	-123.690002	486.290009	38.009998	629.00	-0.34	-0.04
13.55	23.50	22.25	10.25	12.50	0.75	1.00	0.00	0.00	0.50	0.75	0.50	0.00	0.00	0.25	0.00	0.00	-1.080566	-0.983398	4.944336	-142.380005	433.649994	3.150000	740.00	-0.34	-0.04
13.56	24.25	21.75	12.00	13.50	2.00	2.25	0.25	0.00	0.50	0.75	0.50	0.25	0.00	0.50	0.00	0.00	-0.288574	-0.395996	1.826172	-131.389999	330.750000	-41.439999	810.00	-0.32	-0.04
13.57	23.25	20.50	12.75	14.25	4.25	3.75	0.25	0.00	0.50	0.75	0.50	0.25	0.00	0.25	0.00	0.00	-0.344727	0.252441	2.099609	-68.389999	301.910004	-49.490002	844.00	-0.31	-0.04
13.58	22.50	19.50	13.50	14.50	5.50	5.25	0.25	0.50	0.50	0.50	0.25	0.25	0.25	0.75	0.00	0.00	-0.533203	0.451172	2.562988	-34.650002	241.430008	-32.340000	877.00	-0.30	-0.05
13.59	21.75	19.25	13.75	14.50	6.25	6.50	0.25	0.75	0.25	0.50	0.00	0.25	0.25	0.75	0.00	0.00	-0.502930	0.243164	1.930664	-17.639999	153.300003	-12.180000	889.00	-0.30	-0.05
13.60	21.50	18.75	13.50	14.50	6.50	7.25	0.50	1.00	0.50	0.25	0.00	0.00	0.25	0.75	0.00	0.00	-0.181152	-0.008789	1.454102	2.870000	100.099998	-3.360000	896.00	-0.29	-0.05
13.61	20.00	18.00	13.25	14.25	7.00	7.50	0.50	1.25	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	-0.141113	0.111328	1.222656	16.590000	70.840004	-5.320000	868.00	-0.29	-0.06
13.62	19.00	17.00	12.75	13.75	6.75	7.50	0.50	1.25	0.00	0.00	0.00	0.00	0.25	0.75	0.00	0.00	-0.145020	0.286621	1.150391	15.540000	54.040001	-2.310000	837.00	-0.29	-0.06
13.63	17.25	15.75	12.00	13.00	6.75	7.25	0.50	1.25	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	-0.125000	0.242676	1.053711	4.690000	40.250000	5.740000	786.00	-0.29	-0.06
13.64	15.25	14.25	11.25	12.25	6.25	7.00	0.50	1.25	0.00	0.00	0.00	0.00	0.25	0.75	0.00	0.00	-0.106934	0.090820	1.011719	-0.560000	35.000000	11.760000	729.00	-0.28	-0.06
13.65	12.75	12.75	10.50	11.25	6.25	6.75	0.50	1.00	0.00	0.00	0.00	0.00	0.25	0.75	0.00	0.00	-0.075684	0.030762	0.986816	3.430000	31.920000	11.760000	663.00	-0.28	-0.06
13.66	10.75	10.75	9.50	10.25	5.75	6.25	0.25	1.25	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	-0.016113	0.036133	0.869629	12.390000	34.860001	9.450000	589.00	-0.28	-0.07
13.67	8.50	9.50	8.75	9.50	5.25	6.00	0.50	1.50	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	-0.009277	-0.026855	0.874512	22.469999	45.849998	4.900000	537.00	-0.26	-0.07
13.68	7.00	8.50	8.00	9.00	5.25	6.00	0.50	1.50	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	-0.093750	0.015625	0.917969	24.500000	54.599998	-3.850000	498.00	-0.26	-0.08
13.69	5.75	7.25	7.00	8.25	4.75	5.75	0.50	2.00	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	-0.140137	0.124512	1.048828	18.129999	62.299999	-12.040000	454.00	-0.25	-0.09
13.70	4.50	6.25	6.25	7.75	4.75	5.50	0.50	2.75	0.00	0.00	0.00	0.00	0.75	1.00	0.00	0.00	-0.177734	0.180664	1.003906	1.540000	57.400002	-15.750000	435.00	-0.22	-0.11
13.71	3.50	6.00	6.00	7.25	5.00	5.50	0.75	3.50	0.00	0.00	0.00	0.25	1.50	0.75	0.00	0.00	-0.187012	0.099121	1.011719	-14.350000	27.090000	-12.810000	439.00	-0.20	-0.12
13.72	3.25	5.25	5.75	7.00	5.25	5.75	0.75	4.75	0.00	0.25	0.00	0.25	2.50	1.25	0.00	0.25	-0.187012	0.099121	1.011719	-14.350000	27.090000	-12.810000	466.00	-0.17	-0.14
