# time	right pressure 1[N/cm²]	right pressure 2[N/cm²]	right pressure 3[N/cm²]	right pressure 4[N/cm²]	right pressure 5[N/cm²]	right pressure 6[N/cm²]	right pressure 7[N/cm²]	right pressure 8[N/cm²]	right pressure 9[N/cm²]	right pressure 10[N/cm²]	right pressure 11[N/cm²]	right pressure 12[N/cm²]	right pressure 13[N/cm²]	right pressure 14[N/cm²]	right pressure 15[N/cm²]	right pressure 16[N/cm²]	right acceleration X[g]	right acceleration Y[g]	right acceleration Z[g]	right angular X[dps]	right angular Y[dps]	right angular Z[dps]	right total force[N]	right center of pressure X[%]	right center of pressure Y[%]
9.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-2.325195	1.349609	2.541504	1.190000	-512.260010	97.160004	3.00	0.00	0.00
9.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-2.910156	1.259277	2.487793	21.910000	-482.860016	113.540001	3.00	0.00	0.00
9.28	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-3.359863	1.142090	2.631348	45.500000	-449.679993	118.860001	3.00	0.00	0.00
9.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-3.670410	1.114258	2.601562	54.950001	-422.940002	120.190002	3.00	0.00	0.00
9.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-3.902832	1.254883	2.172363	53.900002	-398.579987	124.879997	5.00	0.00	0.00
9.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-4.606445	0.989746	1.858887	66.779999	-354.760010	154.699997	3.00	0.00	0.00
9.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-4.938477	0.217773	0.999023	73.779999	-290.850006	200.550003	3.00	0.00	0.00
9.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-6.053223	-0.268555	0.938477	39.689999	-225.680008	216.649994	5.00	0.00	0.00
9.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-6.681152	1.149902	-0.836426	-27.860001	-113.750000	107.169998	8.00	0.00	0.00
9.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-6.729492	0.777344	-0.743164	68.739998	-36.540001	26.250000	5.00	0.00	0.00
9.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-6.315918	-0.445312	-0.494629	114.309998	43.400002	4.270000	5.00	0.00	0.00
9.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-4.672852	-0.805176	0.032715	42.630001	116.129997	34.230000	5.00	0.00	0.00
9.38	0.50	2.75	0.75	0.50	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-1.205078	-0.052734	1.417969	-90.160004	256.970001	69.300003	50.00	0.00	0.00
9.39	4.25	10.00	1.75	2.75	0.00	0.00	0.00	0.00	0.00	0.75	0.25	0.25	0.00	0.00	0.00	0.00	1.406738	-0.289062	2.370605	-41.860001	237.020004	108.220001	199.00	-0.34	-0.08
9.40	16.25	19.50	4.25	8.25	0.00	0.00	0.00	0.00	0.25	0.50	0.25	0.25	0.00	0.00	0.00	0.00	1.610352	-1.955566	0.151367	-75.809998	240.309998	76.019997	499.00	-0.36	-0.06
9.41	22.25	22.00	8.75	11.25	0.25	0.00	0.00	0.00	0.50	0.75	0.25	0.25	0.00	0.00	0.00	0.00	-2.881348	-1.069824	3.770996	-95.830002	454.929993	0.070000	676.00	-0.35	-0.04
9.42	25.00	22.75	11.50	13.50	1.25	1.75	0.00	0.00	0.75	0.50	0.25	0.25	0.00	0.25	0.00	0.00	-1.730957	-0.667480	6.349121	-139.649994	469.140015	-49.560001	800.00	-0.33	-0.04
9.43	25.50	22.25	13.25	14.50	2.50	3.50	0.25	0.00	0.25	0.50	0.00	0.25	0.00	0.25	0.00	0.00	-0.299805	0.439453	2.467285	-138.389999	319.410004	-82.389999	858.00	-0.33	-0.04
9.44	24.25	21.25	13.75	15.00	5.00	5.25	0.25	0.25	0.25	0.50	0.25	0.00	0.00	0.50	0.00	0.00	-0.332520	0.918457	1.808105	-43.680000	277.480011	-40.950001	900.00	-0.31	-0.04
9.45	23.00	19.75	13.75	14.75	5.75	6.75	0.25	1.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	-0.471680	0.144043	2.668457	-11.690000	222.880005	-0.280000	898.00	-0.31	-0.05
9.46	21.50	19.25	13.50	14.50	6.00	7.50	0.25	0.75	0.25	0.50	0.00	0.00	0.00	0.50	0.00	0.00	-0.342773	-0.275879	1.684082	6.230000	137.690002	-1.680000	885.00	-0.30	-0.05
9.47	20.50	18.50	12.75	14.25	6.25	7.75	0.50	1.25	0.00	0.50	0.00	0.00	0.00	0.50	0.00	0.00	0.017090	0.080078	1.048340	25.340000	94.639999	-15.960000	870.00	-0.30	-0.06
9.48	18.75	17.50	12.75	13.75	6.25	8.00	0.50	1.50	0.00	0.25	0.00	0.00	0.25	0.25	0.00	0.00	-0.065918	0.351074	0.977051	23.870001	84.279999	-17.780001	841.00	-0.29	-0.06
9.49	17.75	16.25	12.25	13.25	6.25	8.25	0.50	1.75	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.181152	0.309570	1.217773	6.650000	77.419998	-8.050000	810.00	-0.29	-0.07
9.50	16.00	15.25	11.75	12.75	6.25	8.25	0.50	1.75	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	-0.119629	0.182129	1.057617	-6.230000	59.920002	-1.330000	774.00	-0.29	-0.07
9.51	14.75	13.75	11.25	12.00	6.25	8.00	0.50	2.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	-0.088379	0.162598	0.987305	-11.970000	56.139999	1.470000	732.00	-0.28	-0.07
9.52	13.00	12.50	10.50	11.50	6.00	7.75	0.50	2.25	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.151855	0.020996	1.046875	-7.910000	41.580002	4.200000	687.00	-0.28	-0.08
9.53	11.00	11.25	10.00	11.00	6.00	7.50	0.50	2.25	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	-0.151855	0.020996	1.046875	-7.910000	41.580002	4.200000	643.00	-0.27	-0.08
9.54	9.75	10.00	9.25	10.50	5.75	7.25	0.50	2.75	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.052734	0.095215	0.979492	9.590000	38.290001	-10.990000	605.00	-0.26	-0.09
9.55	8.00	8.75	8.50	9.75	5.50	7.00	0.50	3.00	0.00	0.00	0.00	0.00	0.25	0.50	0.00	0.00	-0.141602	0.154297	0.910645	8.190000	40.250000	-13.230000	561.00	-0.25	-0.10
9.56	6.50	7.50	7.75	8.75	5.25	6.75	0.50	3.25	0.00	0.00	0.00	0.00	0.50	0.50	0.00	0.00	-0.140625	0.130859	0.965820	-1.260000	46.340000	-13.580000	515.00	-0.24	-0.10
9.57	5.25	6.50	6.75	8.00	4.50	6.25	0.50	3.50	0.00	0.00	0.00	0.00	0.75	0.25	0.00	0.25	-0.156738	0.166504	1.000000	-9.940000	46.480000	-13.370000	465.00	-0.23	-0.12
9.58	4.00	5.50	5.75	7.25	4.25	5.75	0.50	3.75	0.00	0.00	0.00	0.00	1.25	0.50	0.00	0.25	-0.229004	0.148438	0.987793	-14.490000	39.549999	-12.460000	426.00	-0.21	-0.13
9.59	3.00	5.00	5.00	6.25	3.75	5.25	0.50	4.25	0.00	0.00	0.00	0.25	2.25	0.75	0.00	0.50	-0.167480	0.142578	1.000000	-16.940001	26.740000	-10.640000	403.00	-0.18	-0.15
9.60	2.50	3.75	4.00	5.50	3.50	4.50	0.75	4.75	0.00	0.25	0.00	0.00	2.75	1.00	0.25	0.75	-0.213867	0.113770	0.978027	-11.620000	11.760000	-8.960000	378.00	-0.15	-0.16
9.61	1.75	3.25	3.75	5.00	3.00	3.75	0.75	5.00	0.00	0.25	0.00	0.50	4.25	1.50	0.25	1.25	-0.240723	0.113281	0.983398	-5.250000	4.200000	-7.980000	373.00	-0.11	-0.18
9.62	1.50	2.25	2.75	3.50	2.75	3.00	0.50	5.00	0.25	0.50	0.00	1.00	5.00	2.25	0.75	1.50	-0.216797	0.124023	0.975586	-2.100000	2.870000	-7.910000	349.00	-0.05	-0.18
9.63	1.50	2.00	2.00	2.50	2.25	1.75	0.75	5.25	0.75	0.50	0.00	2.00	5.50	2.75	0.75	2.00	-0.215820	0.130859	0.961914	-0.630000	3.010000	-9.030000	345.00	-0.00	-0.18
9.64	0.75	1.50	2.00	2.00	1.75	1.25	0.75	5.25	1.00	1.00	0.75	2.25	6.50	4.00	1.25	2.25	-0.222656	0.111816	1.005859	1.050000	3.430000	-10.500000	361.00	0.06	-0.18
9.65	0.75	1.00	1.50	1.50	1.50	0.75	0.50	5.25	1.50	1.50	1.50	2.50	7.25	6.00	2.00	2.75	-0.177734	0.156250	0.992676	2.520000	7.490000	-13.090000	389.00	0.11	-0.16
9.66	0.50	1.00	1.00	1.00	1.25	0.00	0.50	5.00	2.00	2.00	2.00	3.50	8.00	7.50	2.75	4.50	-0.181152	0.127930	0.986816	2.800000	14.140000	-15.610000	425.00	0.16	-0.15
9.67	0.50	0.75	0.75	0.75	0.75	0.00	0.25	4.75	2.75	3.00	2.75	4.25	8.50	9.25	3.75	5.25	-0.211426	0.190918	0.966309	2.940000	22.400000	-20.719999	474.00	0.20	-0.14
9.68	0.50	0.75	0.75	0.50	0.25	0.00	0.25	4.00	3.75	4.00	3.75	5.75	8.75	11.50	5.50	6.00	-0.234375	0.112793	0.979492	6.650000	30.870001	-25.900000	548.00	0.22	-0.11
9.69	0.00	0.75	0.75	0.50	0.00	0.00	0.00	3.75	4.75	5.75	6.00	6.75	9.25	13.75	7.00	6.75	-0.104004	0.306641	1.174316	13.580000	39.060001	-28.210001	642.00	0.24	-0.10
9.70	0.25	0.25	0.75	0.25	0.00	0.00	0.00	3.00	6.25	7.25	7.50	7.75	9.00	16.00	8.00	7.75	-0.247559	0.049805	1.087402	30.450001	56.910000	-33.320000	720.00	0.26	-0.08
9.71	0.00	0.25	0.50	0.00	0.00	0.00	0.00	2.50	7.25	8.00	8.00	8.00	9.00	17.75	9.00	8.25	-0.224609	0.160156	1.167969	47.389999	111.720001	-34.860001	761.00	0.27	-0.06
9.72	0.00	0.00	0.25	0.00	0.00	0.00	0.00	2.00	7.75	8.75	8.75	8.00	8.50	19.50	9.75	9.00	-0.240723	0.147949	1.254883	56.070000	174.930008	-33.599998	793.00	0.28	-0.05
9.73	0.00	0.25	0.25	0.00	0.00	0.00	0.00	1.75	8.25	9.00	9.00	8.00	8.00	21.00	10.50	9.50	-0.382812	0.148926	1.331055	28.420000	282.029999	-31.920000	822.00	0.29	-0.04
9.74	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.25	8.50	9.25	9.00	8.00	7.50	22.00	11.00	10.00	-0.366211	0.170898	1.215820	14.070000	313.110016	-32.340000	828.00	0.30	-0.04
9.75	0.00	0.00	0.25	0.00	0.00	0.00	0.00	1.00	8.50	9.50	9.25	7.75	7.00	22.75	11.50	10.50	-0.392578	0.084473	1.456543	24.219999	337.679993	-35.420002	839.00	0.30	-0.03
9.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	8.50	9.75	9.25	7.50	6.25	22.75	11.75	11.00	-0.470215	0.148926	1.444824	38.290001	368.899994	-36.470001	831.00	0.30	-0.03
9.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	8.00	10.00	9.50	7.50	5.75	22.50	11.75	11.50	-0.579102	0.174316	1.598145	58.520000	414.470001	-38.920002	823.00	0.31	-0.03
9.78	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	7.25	10.00	9.75	7.50	5.00	21.25	11.50	11.75	-0.433594	0.318359	1.300293	67.900002	475.790009	-50.330002	797.00	0.31	-0.03
9.79	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	5.75	9.25	9.50	7.50	4.50	19.00	10.50	11.50	-0.882812	0.449707	1.801270	89.599998	553.070007	-66.220001	732.00	0.30	-0.04
9.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	4.50	8.00	8.25	6.50	3.00	16.00	9.25	10.25	-1.472168	0.526855	2.462402	128.869995	632.659973	-68.389999	616.00	0.31	-0.04
9.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.25	5.25	5.50	4.50	2.00	12.50	7.50	8.00	-3.067871	0.320312	4.122559	178.850006	692.510010	-31.920000	448.00	0.32	-0.03
9.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.50	2.50	2.50	1.00	8.75	5.25	5.50	-2.931641	0.797852	5.214844	204.050003	716.520020	17.080000	283.00	0.33	-0.02
9.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.50	2.00	1.50	1.75	1.00	6.50	3.50	3.00	-2.175781	0.334473	4.976562	241.220001	713.720032	39.759998	192.00	0.33	-0.01
9.84	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.75	0.50	1.50	0.75	4.25	2.00	1.00	-1.033203	0.124512	5.691895	262.640015	667.309998	2.870000	122.00	0.32	-0.00
9.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	1.25	0.25	0.50	0.023926	0.461914	5.315918	219.940002	588.979980	-54.389999	21.00	0.00	0.00
9.86	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.50	0.00	0.25	1.670898	-0.729004	4.666504	218.610001	514.780029	-162.610001	11.00	0.00	0.00
9.87	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.25	0.00	0.25	0.633301	2.282715	3.154297	223.930008	488.600006	-319.339996	6.00	0.00	0.00
9.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.25	0.00	0.00	2.149414	2.482910	8.030273	240.380005	179.339996	-328.510010	5.00	0.00	0.00
9.89	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.25	0.00	0.25	2.257812	2.133789	4.747070	204.680008	-113.400002	-237.860001	6.00	0.00	0.00
9.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.301758	1.450195	2.950684	75.669998	-275.940002	-105.419998	0.00	0.00	0.00
9.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	1.004395	1.175293	1.422363	-72.519997	-308.769989	-4.970000	3.00	0.00	0.00
9.92	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.043945	1.182617	1.031250	-155.960007	-276.640015	46.480000	0.00	0.00	0.00
9.93	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.036133	1.272949	1.427734	-152.180008	-253.470001	60.270000	0.00	0.00	0.00
9.94	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.949707	0.724121	2.213867	-37.450001	-342.299988	40.459999	3.00	0.00	0.00
9.95	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.595215	0.317383	2.143555	-14.000000	-416.220001	27.020000	3.00	0.00	0.00
9.96	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.212402	0.155762	1.871582	-34.439999	-476.630005	14.910000	3.00	0.00	0.00
9.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.086426	0.180176	1.692383	-69.720001	-518.140015	5.670000	3.00	0.00	0.00
9.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.322754	0.342773	1.609863	-85.190002	-543.830017	0.630000	0.00	0.00	0.00
9.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.470703	0.408203	1.524902	-73.360001	-558.390015	0.070000	0.00	0.00	0.00
10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.625977	0.486816	1.651367	-44.869999	-562.520020	1.470000	3.00	0.00	0.00
10.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.635254	0.520996	1.663574	-14.560000	-564.340027	8.470000	3.00	0.00	0.00
10.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.684570	0.628418	1.792480	10.990000	-563.220032	21.840000	3.00	0.00	0.00
10.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.825684	0.673828	1.892090	32.619999	-557.479980	40.389999	3.00	0.00	0.00
10.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-0.960449	0.682617	2.161133	49.279999	-552.090027	57.119999	3.00	0.00	0.00
10.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-1.075684	0.603516	2.376953	69.370003	-549.570007	66.849998	3.00	0.00	0.00
10.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-1.319336	0.627930	2.822266	85.050003	-549.849976	69.019997	3.00	0.00	0.00
10.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-1.691895	0.830566	3.105957	74.760002	-553.979980	75.739998	3.00	0.00	0.00
10.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-2.198242	1.306641	3.137695	40.529999	-552.159973	94.779999	0.00	0.00	0.00
10.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-2.697754	1.922363	2.914551	25.129999	-535.710022	127.190002	3.00	0.00	0.00
10.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-3.603027	1.561035	3.086914	104.720001	-508.269989	156.869995	5.00	0.00	0.00
10.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	0.00	0.00	0.00	0.00	-4.234863	1.020020	3.036133	160.160004	-468.019989	174.930008	3.00	0.00	0.00
10.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-4.468262	0.842773	2.887695	132.580002	-431.690002	201.460007	5.00	0.00	0.00
10.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.00	0.00	0.00	0.00	0.00	-4.952148	-0.030762	1.252930	103.599998	-317.380005	308.910004	8.00	0.00	0.00
10.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.00	0.00	0.00	0.00	0.00	0.00	-6.710938	-0.787109	1.498047	87.220001	-251.020004	274.329987	8.00	0.00	0.00
10.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.75	0.25	0.00	0.00	0.00	0.00	0.00	-7.017090	-0.248047	-0.195312	16.450001	-205.100006	160.860001	10.00	0.00	0.00
10.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.25	0.00	0.00	0.00	0.00	-7.414062	0.489746	-0.742676	29.400000	-136.009995	24.010000	10.00	0.00	0.00
10.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.25	0.00	0.00	0.00	0.00	-7.276855	0.068359	-0.663086	108.779999	-47.950001	-61.599998	10.00	0.00	0.00
10.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.25	0.25	0.00	0.00	0.00	0.00	-6.913086	-0.718750	-0.435547	112.070000	35.490002	-64.820000	10.00	0.00	0.00
10.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.50	0.00	0.00	0.00	0.00	0.00	-6.148926	-0.638672	-0.118164	33.250000	117.180000	-24.780001	10.00	0.00	0.00
10.20	0.00	0.75	0.25	0.00	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.00	0.00	0.00	0.00	-0.958984	-0.826660	3.336426	-103.180000	233.940002	52.779999	15.00	0.00	0.00
10.21	2.00	5.00	0.75	1.50	0.00	0.00	0.00	0.00	0.00	0.75	0.25	0.50	0.00	0.00	0.00	0.00	3.295898	2.472168	3.014648	-89.110001	212.240005	153.860001	107.00	-0.29	-0.09
10.22	8.75	13.00	2.50	5.00	0.00	0.00	0.00	0.00	0.50	1.25	0.75	0.50	0.00	0.00	0.00	0.00	2.119141	-1.468750	-1.069336	3.920000	188.930008	213.639999	326.00	-0.31	-0.06
10.23	17.25	18.50	6.25	8.75	0.25	0.00	0.00	0.00	0.75	1.00	0.75	0.50	0.00	0.00	0.00	0.00	-1.607422	-2.417480	0.763184	-74.199997	351.679993	128.729996	551.00	-0.33	-0.04
10.24	23.00	21.50	8.75	11.50	0.50	0.50	0.00	0.00	0.50	0.75	0.75	0.50	0.00	0.00	0.00	0.00	-2.545898	-1.662109	6.563965	-53.549999	465.920013	34.230000	698.00	-0.34	-0.04
10.25	24.75	22.25	11.00	13.25	1.25	1.75	0.00	0.00	1.00	1.00	0.50	0.50	0.00	0.00	0.00	0.00	-1.044434	-0.748047	4.621582	-75.529999	332.290009	-45.920002	796.00	-0.33	-0.04
10.26	24.25	21.75	12.00	13.75	2.00	3.00	0.25	0.00	0.75	1.25	0.50	0.25	0.00	0.00	0.00	0.00	-0.060547	0.444336	1.602539	-66.150002	222.600006	-79.870003	825.00	-0.32	-0.04
10.27	23.50	20.25	12.50	14.00	2.75	4.50	0.25	0.25	0.50	1.00	0.50	0.25	0.00	0.25	0.00	0.00	-0.204102	0.878418	1.365723	-25.270000	210.699997	-54.459999	836.00	-0.31	-0.04
10.28	22.00	19.25	12.50	14.25	3.75	5.25	0.25	0.50	0.25	0.50	0.25	0.25	0.00	0.25	0.00	0.00	-0.302246	0.466309	2.036621	-7.700000	188.229996	-12.880000	826.00	-0.31	-0.05
10.29	21.00	18.75	12.25	14.00	4.25	6.00	0.25	1.00	0.00	0.50	0.00	0.00	0.00	0.25	0.00	0.00	-0.239258	-0.075195	1.719727	2.940000	129.220001	2.870000	818.00	-0.31	-0.06
10.30	20.00	18.00	12.00	13.75	4.50	6.75	0.25	1.00	0.00	0.25	0.00	0.00	0.25	0.25	0.00	0.00	-0.062988	0.027344	1.188477	10.080000	89.040001	-7.210000	806.00	-0.31	-0.06
10.31	18.50	17.00	11.75	13.25	5.00	7.00	0.25	1.00	0.25	0.25	0.00	0.00	0.00	0.25	0.00	0.00	-0.043945	0.361816	0.981445	6.860000	76.510002	-10.850000	782.00	-0.30	-0.06
10.32	16.75	15.50	11.25	12.75	5.25	6.75	0.25	1.25	0.00	0.00	0.00	0.00	0.00	0.50	0.00	0.00	0.011230	0.305176	0.910156	-5.390000	73.570000	-0.910000	740.00	-0.30	-0.06
10.33	14.75	13.75	10.50	11.75	5.25	6.75	0.25	1.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.057617	0.114258	0.812988	-16.240000	79.590004	3.570000	683.00	-0.29	-0.07
10.34	12.50	12.00	9.75	11.00	5.75	6.75	0.50	1.75	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	-0.103027	0.118164	1.104492	-14.840000	82.459999	0.630000	640.00	-0.28	-0.07
10.35	10.25	10.75	9.25	10.25	5.50	6.50	0.50	1.75	0.00	0.00	0.00	0.00	0.00	0.25	0.00	0.00	-0.133789	0.013184	1.119629	-11.340000	78.540001	-2.450000	588.00	-0.27	-0.08
10.36	8.00	9.25	8.50	9.50	5.50	6.50	0.50	2.25	0.00	0.00	0.00	0.00	0.25	0.25	0.00	0.00	-0.100586	0.051758	1.234375	-8.680000	76.019997	-9.870000	544.00	-0.26	-0.09
10.37	6.50	8.00	8.00	9.00	5.50	6.25	0.50	2.75	0.00	0.00	0.00	0.00	0.50	0.50	0.00	0.00	-0.152832	0.139648	1.041016	-12.110000	62.439999	-14.700000	515.00	-0.24	-0.10
10.38	5.50	6.75	7.00	8.25	5.25	6.00	0.50	3.25	0.00	0.00	0.00	0.00	0.75	0.50	0.00	0.00	-0.159180	0.144043	1.044922	-13.020000	55.650002	-15.610000	478.00	-0.23	-0.11
10.39	4.50	6.00	6.25	7.50	5.00	5.50	0.75	3.50	0.00	0.00	0.00	0.00	1.25	0.50	0.00	0.25	-0.154785	0.136719	1.034180	-8.120000	47.880001	-15.330000	450.00	-0.21	-0.12
10.40	3.25	4.75	5.25	6.50	4.75	5.25	0.75	3.50	0.00	0.25	0.00	0.25	2.00	1.00	0.00	0.00	-0.288086	0.101074	1.043457	-7.000000	35.000000	-14.700000	412.00	-0.18	-0.13
10.41	2.00	3.75	4.25	5.50	4.25	4.50	0.75	3.75	0.00	0.25	0.00	0.00	2.50	1.50	0.00	0.25	-0.253906	0.118652	1.046387	-6.090000	15.540000	-10.570000	365.00	-0.15	-0.14
10.42	2.00	3.00	3.50	4.50	3.75	4.00	1.00	4.25	0.25	0.50	0.00	0.75	3.50	1.75	0.25	0.50	-0.217773	0.105469	0.996094	-4.760000	5.740000	-7.000000	368.00	-0.11	-0.15
10.43	1.50	2.75	2.75	3.50	3.50	2.75	1.00	4.25	0.75	0.50	0.25	1.00	4.25	3.00	0.25	1.00	-0.203613	0.122559	0.973633	-4.270000	4.970000	-4.830000	357.00	-0.05	-0.14
10.44	1.00	2.00	2.50	2.50	3.00	1.50	1.00	4.25	1.25	0.75	0.25	1.00	5.00	4.00	0.75	1.25	-0.194824	0.130859	0.978027	-5.110000	6.860000	-5.530000	343.00	0.01	-0.13
10.45	0.75	1.00	2.00	1.75	2.75	1.25	1.00	3.75	1.75	1.50	0.75	1.50	5.00	6.00	1.00	1.50	-0.192871	0.121582	0.961914	-5.530000	8.260000	-7.840000	350.00	0.08	-0.10
